Date,Price,Open,High,Low,Vol.,Change %
19-Jan-21,7.8135,7.705,8.4999,7.6617,157.46M,1.43%
18-Jan-21,7.7035,7.6915,7.8803,7.4261,132.88M,0.21%
17-Jan-21,7.6872,7.7778,7.9555,7.3442,147.82M,-1.16%
16-Jan-21,7.7773,7.5656,8.1743,7.3971,152.99M,2.81%
15-Jan-21,7.5651,7.7925,8.0384,7.1393,165.71M,-2.84%
14-Jan-21,7.7863,7.5942,8.1302,7.3611,155.89M,2.52%
13-Jan-21,7.5952,7.0511,7.6642,6.8578,148.35M,7.71%
12-Jan-21,7.0515,7.2241,7.6684,6.8314,167.95M,-2.40%
11-Jan-21,7.2248,8.8254,8.86,6.2812,245.34M,-18.24%
10-Jan-21,8.8371,7.7568,9.4696,7.7568,158.36M,13.87%
9-Jan-21,7.761,6.9533,8.0809,6.7173,130.65M,11.65%
8-Jan-21,6.9509,7.2069,7.3101,6.6596,115.09M,-3.55%
7-Jan-21,7.2067,7.5754,7.7447,7.0069,123.54M,-4.83%
6-Jan-21,7.5725,7.2726,7.7567,6.9802,125.51M,4.19%
5-Jan-21,7.2677,7.0376,7.402,6.6942,155.60M,3.08%
4-Jan-21,7.0508,6.5812,7.6126,6.23,175.79M,7.23%
3-Jan-21,6.5754,5.7735,6.6882,5.7625,97.79M,13.86%
2-Jan-21,5.7752,5.6908,5.9556,5.5726,71.80M,1.46%
1-Jan-21,5.6921,5.6563,5.8561,5.5958,90.96M,0.63%
31-Dec-20,5.6563,5.6788,5.8007,5.555,94.04M,-0.33%
30-Dec-20,5.6751,5.717,5.8029,5.5959,88.99M,-0.73%
29-Dec-20,5.7169,5.9192,6.023,5.4553,108.89M,-3.41%
28-Dec-20,5.9188,5.8159,6.179,5.763,79.01M,1.87%
27-Dec-20,5.8101,5.8418,6.2351,5.5021,81.10M,-0.54%
26-Dec-20,5.8417,5.7623,5.8947,5.5612,66.34M,1.40%
25-Dec-20,5.7609,5.6001,5.8801,5.4804,96.86M,2.85%
24-Dec-20,5.6013,5.0966,5.6373,5.0156,98.90M,9.78%
23-Dec-20,5.1023,6.1219,6.1622,4.7254,103.86M,-16.73%
22-Dec-20,6.1275,6.1096,6.1962,5.7535,115.46M,0.27%
21-Dec-20,6.1109,6.494,6.9841,6.0601,131.27M,-5.88%
20-Dec-20,6.4925,6.4188,6.8419,6.2541,117.00M,1.16%
19-Dec-20,6.4182,6.3922,6.5456,6.363,101.77M,0.40%
18-Dec-20,6.3924,6.4835,6.6292,6.2845,108.06M,-1.45%
17-Dec-20,6.4863,6.4698,6.837,6.3173,127.80M,0.25%
16-Dec-20,6.4705,6.054,6.4705,5.9473,95.73M,6.93%
15-Dec-20,6.0512,6.0386,6.1188,5.9446,89.22M,0.22%
14-Dec-20,6.0379,6.1187,6.139,5.9411,90.62M,-1.35%
13-Dec-20,6.1203,5.9711,6.2658,5.9139,91.06M,2.55%
12-Dec-20,5.9683,5.7942,6.0475,5.7892,89.27M,3.03%
11-Dec-20,5.7929,5.8981,5.9743,5.7098,100.13M,-1.69%
10-Dec-20,5.8924,6.0672,6.1131,5.7997,93.12M,-2.95%
9-Dec-20,6.0714,5.7765,6.2104,5.6123,107.13M,5.13%
8-Dec-20,5.7751,6.1526,6.1587,5.6917,93.07M,-6.12%
7-Dec-20,6.1513,6.1746,6.2128,6.0727,92.44M,-0.35%
6-Dec-20,6.173,6.1987,6.2563,6.0215,95.78M,-0.43%
5-Dec-20,6.1996,5.9516,6.204,5.9035,98.65M,4.07%
4-Dec-20,5.9574,6.579,6.5802,5.8922,109.82M,-9.46%
3-Dec-20,6.5798,6.2422,6.6052,6.1782,100.59M,5.39%
2-Dec-20,6.2432,6.1609,6.3796,6.0521,114.17M,1.33%
1-Dec-20,6.161,6.7328,6.9822,6.03,131.48M,-8.52%
30-Nov-20,6.7349,6.3997,6.7943,6.3046,109.23M,5.40%
